population,lr,depth,reg,RMSE
7,0.1633,6,0.8776,45.0487
7,0.1633,6,0.8792,44.9999
7,0.1633,6,0.8792,44.9999
7,0.1633,6,0.8763,45.0485
7,0.1633,6,0.8771,45.0485
7,0.1634,6,0.8765,45.0484
7,0.1633,6,0.8767,45.0485
7,0.1633,6,0.8772,45.0486
7,0.1633,6,0.8783,45.0487
7,0.1633,6,0.8802,45.0001
7,0.1638,6,0.8822,45.3954
7,0.1633,6,0.8783,45.0487
7,0.1633,6,0.8783,45.0488
7,0.1633,6,0.8787,44.9999
7,0.1633,6,0.881,45.0003
7,0.1633,6,0.8804,45.0001
7,0.1633,6,0.8787,45.0489
7,0.1633,6,0.8786,45.0489
7,0.1634,6,0.8779,45.0486
7,0.1633,6,0.8777,45.0487
7,0.1633,6,0.8774,45.0486
7,0.1634,6,0.876,45.0483
7,0.1633,6,0.8791,45.3578
7,0.1634,6,0.8753,45.0482
7,0.1633,6,0.8783,45.0488
7,0.1633,6,0.8778,45.0487
7,0.1633,6,0.8814,45.0004
7,0.1633,6,0.8805,45.358
7,0.1633,6,0.8779,45.0487
7,0.1633,6,0.8798,45.0
7,0.1633,6,0.8794,45.0001
7,0.1633,6,0.8777,45.0487
7,0.1633,6,0.877,45.0485
7,0.1633,6,0.8794,45.0001
7,0.1633,6,0.8794,45.0
7,0.1634,6,0.8772,45.0485
7,0.1633,6,0.8796,45.0
7,0.1633,6,0.8802,45.0002
7,0.1633,6,0.8787,45.0489
7,0.1633,6,0.877,45.0486
7,0.1633,6,0.8786,45.0489
7,0.1633,6,0.8786,45.0489
7,0.1633,6,0.8772,45.0486
7,0.1634,6,0.8761,45.0483
7,0.1633,6,0.8777,45.0487
7,0.1633,6,0.8758,45.0484
7,0.1633,6,0.8777,45.0488
7,0.1633,6,0.8759,45.0484
7,0.1633,6,0.88,45.0001
7,0.1633,6,0.8797,45.0
7,0.1633,6,0.8794,45.0
7,0.1633,6,0.8787,45.0489
7,0.1633,6,0.8788,45.0489
7,0.1633,6,0.8785,45.3578
7,0.1633,6,0.8786,45.0489
8,0.1633,6,0.8806,45.0002
8,0.1633,6,0.8791,44.9999
8,0.1633,6,0.8791,44.9999
8,0.1633,6,0.8797,45.0
8,0.1633,6,0.8793,44.9999
8,0.1633,6,0.8811,45.0003
8,0.1633,6,0.8798,45.0
8,0.1633,6,0.8793,44.9999
8,0.1633,6,0.8816,45.0004
8,0.1633,6,0.8796,44.9999
8,0.1633,6,0.8794,44.9999
8,0.1633,6,0.88,45.0001
8,0.1633,6,0.8792,44.9999
8,0.1633,6,0.8792,45.0
8,0.1633,6,0.8797,45.0
8,0.1633,6,0.8793,44.9999
8,0.1633,6,0.8804,45.0001
8,0.1633,6,0.8793,44.9999
8,0.1633,6,0.879,44.9999
8,0.1633,6,0.8796,45.0
8,0.1633,6,0.8792,44.9999
8,0.1633,6,0.8795,44.9999
8,0.1633,6,0.8801,45.0001
8,0.1633,6,0.8799,45.0
8,0.1633,6,0.8795,45.0
8,0.1633,6,0.8806,45.0002
8,0.1633,6,0.8796,45.0
8,0.1633,6,0.8809,45.0002
8,0.1633,6,0.881,45.0002
8,0.1633,6,0.8792,44.9999
8,0.1633,6,0.8794,44.9999
8,0.1633,6,0.8806,45.0002
8,0.1633,6,0.8804,45.0001
8,0.1633,6,0.8793,44.9999
8,0.1633,6,0.8799,45.0
8,0.1633,6,0.8805,45.0002
8,0.1633,6,0.8794,45.0
8,0.1633,6,0.879,44.9999
8,0.1633,6,0.8813,45.0003
8,0.1633,6,0.8796,44.9999
8,0.1633,6,0.8815,45.0003
8,0.1633,6,0.8806,45.0001
8,0.1633,6,0.8815,45.0003
8,0.1633,6,0.8795,44.9999
8,0.1633,6,0.8797,45.0
8,0.1633,6,0.8791,44.9999
8,0.1633,6,0.8802,45.0001
8,0.1633,6,0.8808,45.0002
8,0.1633,6,0.8809,45.0002
8,0.1633,6,0.8798,45.0
8,0.1633,6,0.8794,45.0
8,0.1633,6,0.8795,45.0
8,0.1633,6,0.8807,45.0002
8,0.1633,6,0.8812,45.0003
8,0.1633,6,0.8792,44.9999
8,0.1633,6,0.8806,45.0002
8,0.1633,6,0.8791,45.0
8,0.1633,6,0.8791,45.0
8,0.1633,6,0.8811,45.0003
8,0.1633,6,0.8802,45.0001
8,0.1633,6,0.8803,45.0001
8,0.1633,6,0.8803,45.0001
8,0.1633,6,0.8804,45.0001
8,0.1633,6,0.8792,44.9999
8,0.1633,6,0.8793,44.9999
8,0.1633,6,0.8794,45.0
8,0.1633,6,0.8809,45.0002
8,0.1633,6,0.8795,44.9999
8,0.1633,6,0.8809,45.0002
8,0.1633,6,0.8809,45.0002
8,0.1633,6,0.8803,45.0001
8,0.1633,6,0.8805,45.0002
8,0.1633,6,0.8812,45.0003
8,0.1633,6,0.8813,45.0003
8,0.1633,6,0.8796,45.0001
8,0.1633,6,0.8804,45.0002
8,0.1633,6,0.8802,45.0001
8,0.1633,6,0.8802,45.0001
8,0.1633,6,0.8812,45.0003
8,0.1633,6,0.8814,45.0003
8,0.1633,6,0.88,45.0001
8,0.1633,6,0.8791,44.9999
8,0.1633,6,0.8798,45.0001
8,0.1633,6,0.8803,45.0001
8,0.1633,6,0.8805,45.0002
8,0.1633,6,0.8816,45.0004
8,0.1633,6,0.8794,45.0
8,0.1633,6,0.8796,45.0
8,0.1633,6,0.8814,45.0004
8,0.1633,6,0.8799,45.0
8,0.1633,6,0.8809,45.0002
8,0.1633,6,0.8813,45.0003
8,0.1633,6,0.8793,44.9999
8,0.1633,6,0.8801,45.0001
8,0.1633,6,0.8801,45.0001
8,0.1633,6,0.8791,45.0
8,0.1633,6,0.8795,45.0
8,0.1633,6,0.8807,45.0002
8,0.1633,6,0.8799,45.0001
8,0.1633,6,0.8789,44.9999
