population,lr,depth,reg,RMSE
6,0.1301,10,1.4126,45.6782
6,0.0965,10,1.0778,45.8876
6,0.1069,10,0.5544,45.6548
6,0.109,10,0.8519,45.8664
6,0.1083,10,0.8163,45.8175
6,0.1083,10,0.8195,45.818
6,0.1089,10,0.8234,45.9543
6,0.1067,10,0.5532,45.6555
6,0.1084,10,0.8074,45.8157
6,0.1082,10,0.8045,45.8171
6,0.0987,10,0.0207,45.9435
6,0.1083,10,0.8153,45.8176
6,0.1168,10,1.4084,45.7825
6,0.1069,10,0.5597,45.8138
6,0.1083,10,0.8083,45.8169
6,0.1083,10,0.8031,45.8164
6,0.1083,10,0.8132,45.8173
6,0.1084,10,0.8081,45.8161
6,0.1089,10,0.8202,45.9536
6,0.1166,10,1.4022,45.7848
6,0.1086,10,0.8255,45.8163
6,0.1083,10,0.8124,45.8176
6,0.0965,10,1.0778,45.8876
6,0.1164,10,1.3896,45.7202
6,0.1085,10,0.8194,45.8168
6,0.1082,10,0.8137,45.8183
6,0.1086,10,0.8244,45.8158
6,0.1165,10,1.3923,45.7195
6,0.1083,10,0.817,45.8178
6,0.109,10,0.8517,45.8663
6,0.1081,10,0.8039,45.818
6,0.1087,10,0.8315,45.8163
6,0.1087,10,0.8225,45.8154
6,0.1166,10,1.4037,45.7839
6,0.1169,10,1.4179,46.0037
6,0.1086,10,0.829,45.8163
6,0.1086,10,0.8192,45.8154
6,0.1081,10,0.808,45.8183
6,0.1082,10,0.8021,45.8171
6,0.1081,10,0.7987,45.8922
6,0.109,10,0.8336,45.8486
6,0.1088,10,0.8214,46.005
6,0.1081,10,0.7987,45.8922
6,0.0965,10,1.0778,45.8876
6,0.1084,10,0.8076,45.8159
6,0.1081,10,0.8,45.893
6,0.1083,10,0.8168,45.8177
6,0.1071,10,0.56,45.6533
6,0.1089,10,0.8214,45.9536
6,0.1084,10,0.8071,45.8158
6,0.1081,10,0.8052,45.8181
6,0.1082,10,0.8097,45.8176
6,0.1083,10,0.8162,45.8176
6,0.1068,10,0.5568,45.6547
6,0.1085,10,0.8103,45.8158
6,0.1068,10,0.5577,45.6549
6,0.1072,10,0.5596,46.004
6,0.1089,10,0.822,45.9539
6,0.1091,10,0.8328,45.8481
6,0.1091,10,0.855,45.9695
6,0.1068,10,0.5543,45.655
6,0.1085,10,0.8131,45.8159
6,0.1087,10,0.8233,45.8154
6,0.1086,10,0.8302,45.8166
6,0.1084,10,0.8239,45.8179
6,0.109,10,0.8411,45.9401
6,0.1083,10,0.8036,45.8163
6,0.1164,10,1.3896,45.7202
6,0.117,10,1.4229,46.004
6,0.1083,10,0.8077,45.8172
6,0.1163,10,1.3854,45.7206
6,0.1083,10,0.8096,45.8173
6,0.1083,10,0.8026,45.8164
6,0.1083,10,0.8083,45.8166
6,0.1068,10,0.5551,45.6549
6,0.1086,10,0.8252,45.8162
6,0.1164,10,1.3896,45.7202
6,0.1083,10,0.8063,45.8162
6,0.1084,10,0.8167,45.8169
6,0.1086,10,0.8243,45.8158
6,0.1166,10,1.4044,45.7853
6,0.1082,10,0.8115,45.818
6,0.1082,10,0.8132,45.8185
7,0.1054,10,0.5177,45.4829
7,0.1054,10,0.5229,45.4833
7,0.1053,10,0.5199,45.4835
7,0.1054,10,0.52,45.4832
7,0.1056,10,0.5235,45.4824
7,0.1056,10,0.5205,45.4716
7,0.1056,10,0.5197,45.4823
7,0.1056,10,0.5238,45.4824
7,0.1054,10,0.5176,45.4828
7,0.1055,10,0.5237,45.4829
7,0.1053,10,0.5185,45.4834
7,0.1054,10,0.5196,45.483
7,0.1056,10,0.522,45.4822
7,0.1055,10,0.5244,45.4829
7,0.1056,10,0.523,45.4824
7,0.1054,10,0.5212,45.4835
7,0.1056,10,0.5212,45.4716
7,0.1054,10,0.5146,45.4827
7,0.1054,10,0.5209,45.4831
7,0.1054,10,0.5223,45.4835
7,0.1055,10,0.5177,45.4826
7,0.1056,10,0.5198,45.4822
7,0.1056,10,0.5198,45.4822
7,0.1054,10,0.5214,45.4832
7,0.1055,10,0.524,45.483
